x,y,z,vx,vy,vz,type
3.835664987564087,6.929873466491699,-20.8110294342041,22.443201065063477,89.43207550048828,4.700763702392578,halo
-10.332748413085938,1.554942011833191,10.64095401763916,-10.223258972167969,78.19274139404297,-34.3248176574707,halo
145.360107421875,-433.1917724609375,193.76708984375,0.18338553607463837,8.0940523147583,-6.648562431335449,halo
10.022802352905273,-35.73336410522461,5.451293468475342,-31.059650421142578,19.39555549621582,-15.611164093017578,halo
-23.589580535888672,-14.453755378723145,-16.09100341796875,-30.736473083496094,-28.804677963256836,-0.3877955675125122,halo
4.531425952911377,-1.9456509351730347,2.2108776569366455,19.524648666381836,63.80705642700195,59.30220413208008,halo
-30.87375831604004,-34.22360610961914,19.63068199157715,17.971031188964844,22.162010192871094,64.16873168945312,halo
9.932085037231445,-11.683488845825195,6.6383376121521,49.1263313293457,-16.417221069335938,-22.094989776611328,halo
-246.71484375,49.55693435668945,92.01293182373047,18.75056266784668,-38.770973205566406,5.439103126525879,halo
-18.281919479370117,-7.066083908081055,0.44941428303718567,-37.91465759277344,82.1369400024414,-37.25090026855469,halo
-10.345956802368164,-7.056486129760742,-7.432863712310791,94.45883178710938,-62.10906219482422,-6.4659953117370605,halo
4.986305236816406,5.017939567565918,-1.4048376083374023,14.915390968322754,73.02339935302734,-67.37257385253906,halo
-40.298728942871094,-11.48551082611084,23.367202758789062,6.952143669128418,-48.05133056640625,49.90258026123047,halo
-0.2840512692928314,-12.087367057800293,-2.4869937896728516,9.032221794128418,77.28861999511719,72.56439971923828,halo
0.26467639207839966,4.73069953918457,1.541978120803833,52.73976135253906,141.45419311523438,-66.62010192871094,halo
3728.7568359375,427.5559387207031,-193.0988311767578,5.431090354919434,-6.624134540557861,5.350462913513184,halo
3.1301143169403076,-3.9614651203155518,-1.5135066509246826,83.84100341796875,27.125682830810547,-143.33102416992188,halo
-12.962444305419922,-12.020893096923828,-2.468885898590088,-43.870540618896484,30.877233505249023,-1.665090799331665,halo
-1.6229857206344604,4.216805934906006,-4.310160160064697,30.491674423217773,12.695941925048828,14.064640998840332,halo
-633.9515380859375,88.01747131347656,-212.83815002441406,8.23857307434082,3.418631076812744,-4.094742774963379,halo
48.92266845703125,-41.12997055053711,-117.1388168334961,-35.44279098510742,-20.358919143676758,-1.6439272165298462,halo
-14.74471664428711,180.8245086669922,-98.66645812988281,-45.356712341308594,2.4333581924438477,-11.932929992675781,halo
-11.006999969482422,51.96348571777344,-32.79175567626953,1.098339557647705,16.74053955078125,6.133591175079346,halo
0.8103271722793579,0.8859269618988037,0.9041533470153809,-21.48533821105957,122.38095092773438,75.85426330566406,halo
3.776017665863037,-41.521636962890625,-76.90189361572266,42.83977508544922,51.91905975341797,5.924722671508789,halo
-30.0154972076416,-20.799297332763672,5.714877605438232,-21.48755645751953,-21.81060791015625,-46.32272720336914,halo
-0.8141924142837524,1.2504903078079224,-3.0721089839935303,-75.92887878417969,71.716552734375,-66.05116271972656,halo
-26.237977981567383,-91.9018325805664,-81.93260192871094,15.246334075927734,-8.986950874328613,-27.742982864379883,halo
0.4582268297672272,0.8825221061706543,-2.000791072845459,26.992687225341797,-100.36296081542969,-75.415771484375,halo
-3.0766894817352295,7.577455520629883,1.4820243120193481,11.047954559326172,96.55165100097656,84.52873229980469,halo
0.7292402982711792,-1.4703673124313354,1.253857135772705,-78.53190612792969,171.96238708496094,22.097557067871094,halo
11.860491752624512,12.394819259643555,50.28632354736328,-63.0035514831543,14.247185707092285,-38.154563903808594,halo
-16.068723678588867,-19.258481979370117,-22.872283935546875,34.388641357421875,-104.6573486328125,-0.32269155979156494,halo
0.21879597008228302,-1.8651891946792603,0.2622499465942383,109.6192855834961,-258.0406799316406,5.163347244262695,halo
-10.35052490234375,-2.9271607398986816,-1.4842931032180786,70.08475494384766,-137.5028839111328,39.015769958496094,halo
-17.59989356994629,-9.552734375,-4.644236087799072,-15.072332382202148,26.75385856628418,-28.43116569519043,halo
